Category,message,Mensagem
ham,That's y u haf 2 keep me busy...,É por isso que você tem que me manter ocupado...
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,"Sem pressa. Não estou trabalhando. Estou na escola, então se tivermos pressa, vamos passar fome."
ham,Which channel:-):-):):-).,Qual canal?:-):-):):-).
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,Então você está me dizendo que eu poderia ter sido seu verdadeiro namorado no Dia dos Namorados e não fui? Você nunca me escolhe por nada!!
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,"Prêmio falso de £350 - Números da Vodafone que terminam em XXXX hoje foram selecionados para receber um prêmio de £350. Se você tiver um número correspondente, ligue para 08712300220 e informe o código de resgate 3100 (tarifas padrão)."
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx","Conseguimos! A previsão de chegada em Taunton é às 12h30, como planejado. Espero que ainda esteja tudo bem! Que bom te ver! :-xx"
ham,I'm hungry buy smth home...,"Estou com fome, compre algo para levar para casa..."
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.","Oi Kate, espero que você esteja bem... Te ligo na quarta-feira para o almoço. Vamos sair para tomar um drinque na cidade? Podemos ir ao Watershad rapidinho? O pessoal do trabalho vai estar lá. Beijos, Pete."
ham,My drive can only be read. I need to write,Meu disco rígido só pode ser lido. Preciso escrever.
ham,"Just looked it up and addie goes back Monday, sucks to be her","Acabei de pesquisar e a Addie volta na segunda-feira, que azar o dela."
ham,Happy new year. Hope you are having a good semester,Feliz Ano Novo! Espero que você esteja tendo um bom semestre.
ham,Esplanade lor. Where else...,Esplanada lor. Onde mais...
ham,Can you talk with me..,Você pode falar comigo?
ham,"Hmph. Go head, big baller.","Hum. Vai em frente, craque."
ham,Well its not like you actually called someone a punto. That woulda been worse.,"Bem, não é como se você tivesse realmente chamado alguém de ""punto"". Isso teria sido pior."
ham,"Nope. Since ayo travelled, he has forgotten his guy","Não. Desde que Ayo viajou, ele se esqueceu do cara dele."
ham,You still around? Looking to pick up later,Você ainda está por aí? Gostaria de buscar mais tarde.
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,"CDs 4u: Parabéns, você ganhou um vale-presente de £500 em CDs ou um presente garantido de £125 e entrada gratuita em 2 sorteios semanais de £100. Envie MUSIC para 87066. Termos e Condições: www.ldew.com1win150ppmx3age16"
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,"Tem alguém aqui que tem um Toyota Camry ano #, igualzinho ao do Sr. Olayiwola. A quilometragem é #.000 km. Está em bom estado, mas preciso saber por quanto ele está à venda. Se eu conseguir o dinheiro, quanto tempo depois do desembarque ele será vendido? Me avise."
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,"Adivinha em qual pub estou? Estou mais feliz do que pinto no lixo, ou algo assim!"
ham,ILL B DOWN SOON,Já vou descer!
ham,Oh k. . I will come tomorrow,"Ah, ok. Irei amanhã."
ham,Go fool dont cheat others ok,"Vai lá, seu bobo, não engane os outros, ok?"
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar","Meu número de celular.pls sms ur mail id.transmitir lembranças para achan,amma.Rakhesh.Qatar"
ham,"By the way, 'rencontre' is to meet again. Mountains dont....","Aliás, 'rencontre' significa reencontrar-se. Montanhas não..."
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,"Você GANHOU um prêmio garantido de £1000 em dinheiro ou um prêmio de £2000. Para reivindicar seu prêmio, ligue para nossa central de atendimento ao cliente no número 08714712412, das 10h às 19h. Custo: 10 centavos."
ham,U attend ur driving lesson how many times a wk n which day?,Quantas vezes por semana e em qual dia da semana você frequenta suas aulas de direção?
ham,"Uncle G, just checking up on you. Do have a rewarding month","Tio G, só passando para saber como você está. Tenha um mês muito produtivo."
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,"Olá, meu amor! Nossa... Estou com saudades hoje. Queria te mandar uma mensagem para te lembrar que estou pensando em você... E que você é muito amado... *beijo carinhoso*"
ham,I think the other two still need to get cash but we can def be ready by 9,"Acho que os outros dois ainda precisam levantar dinheiro, mas com certeza podemos estar prontos às 9h."
ham,Hey gals...U all wanna meet 4 dinner at nìte?,"Ei, meninas... Vocês querem jantar juntas hoje à noite?"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,"Prezado(a) 0776xxxxxxx, você foi convidado(a) para o XCHAT. Esta é nossa última tentativa de contato! Envie CHAT para 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 anos"
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Amor! O que você está fazendo? Onde você está? Com ​​quem você está falando? Você pensa em mim? Você está se comportando bem? Está sentindo minha falta? Você me ama?
ham,Great! How is the office today?,Ótimo! Como está o escritório hoje?
ham,"It's cool, we can last a little while. Getting more any time soon?","Legal, a gente aguenta um tempinho. Vai ter mais em breve?"
ham,:-( sad puppy noise,:-( barulho de cachorrinho triste
ham,Yes its possible but dint try. Pls dont tell to any one k,"Sim, é possível, mas não tente. Por favor, não conte para ninguém, ok?"
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,"Enfim, me avisa quando estiver por perto porque preciso de uma desculpa para ficar bisbilhotando as pessoas em Sarasota."
ham,Where you. What happen,Onde você está? O que aconteceu?
ham,I was gonna ask you lol but i think its at 7,"Eu ia te perguntar, rsrs, mas acho que é às 7."
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,"Seu saldo atual é de 500 libras. Para maximizar seu saque, envie GO para 86688 (apenas 150 centavos/megagrama). CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,CONFIDENCIAL! Seu extrato de conta de 2003 mostra 800 pontos S.I.M. não resgatados. Ligue para 08715203685. Código de identificação: 4xx26. Válido até 13/10/2004.
ham,Go chase after her and run her over while she's crossing the street,Vá atrás dela e atropelhe-a enquanto ela estiver atravessando a rua.
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),"Gostaria de lhe contar minhas fantasias mais profundas e obscuras. Ligue para 09094646631 por apenas 60 centavos/minuto. Para parar de receber mensagens, ligue para 08712460324 (tarifa nacional)."
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,A próxima sexta-feira é feriado por causa do Pongal? Você recebeu alguma notícia do seu local de trabalho?
ham,Hey... Very inconvenient for your sis a not huh?,"Ei... Muito inconveniente para sua irmã, né?"
ham,Ok i vl..do u know i got adsense approved..,"Ok, eu vou... você sabia que meu AdSense foi aprovado?"
ham,"* Was really good to see you the other day dudette, been missing you!","Foi ótimo te ver outro dia, amiga! Estava com saudades!"
ham,I want to go to perumbavoor,Quero ir para Perumbavoor.
ham,How many times i told in the stage all use to laugh. You not listen aha.,"Quantas vezes eu disse isso no palco e todos riam. Vocês não escutam, né?"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,"Você não vai acreditar, mas é verdade. São mensagens de texto incríveis! Responda G agora para descobrir coisas realmente surpreendentes que vão te deixar de boca aberta. Apenas 18 centavos por mensagem da O2FWD."
ham,(You didn't hear it from me),(Você não ouviu isso de mim)
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Obrigado por estar lá para conversar comigo no sábado. Você é muito querido para mim. Valorizo ​​muito ter você como irmão e exemplo a seguir.
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,"Por favor, esclareça se a passagem de volta em aberto que possuo pode ser antecipada para que eu possa retornar a Kerala."
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie (20/F) está te convidando para ser amigo(a) dela. Responda SIM-165 ou NÃO-165. Veja o perfil dela: www.SMS.ac/u/natalie2k9. Quer parar? Envie STOP FRND para 62468.
ham,She ran off with a younger man. we will make pretty babies together :),Ela fugiu com um homem mais novo. Teremos lindos bebês juntos :)
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,"Jamster! Para receber seu papel de parede grátis, envie um SMS com a palavra HEART para 88888 agora mesmo! Sujeito a termos e condições. Apenas para maiores de 16 anos. Precisa de ajuda? Ligue para 08701213186."
ham,O ic lol. Should play 9 doors sometime yo,"Ah, entendi, rsrs. Deveríamos jogar 9 Doors algum dia desses."
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...","Sei lá, meu pai disse que vai voltar pra casa pra gente almoçar fora. Sim, eu vou com você. Te ligo quando chegar na escola..."
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us","Enviamos a descrição da vaga de Executivo de Atendimento ao Cliente e Contas para o seu e-mail. Para mais detalhes, entre em contato conosco."
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Desejos: você vai ao médico para cuidar do fígado. E se arrumar um pouco. Cuidar do cabelo. Só isso.
ham,Hmmm.still we dont have opener?,Hum... ainda não temos um abridor?
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,"Sim, então basicamente, a qualquer momento na próxima semana você poderá se livrar da sua mãe e acordar antes das 3h."
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","Edison disse com razão: ""Um tolo pode fazer mais perguntas do que um sábio pode responder"". Agora vocês sabem por que todos nós ficamos sem palavras durante a ViVa... GM, GN, GE, GNT :-)"
ham,I will vote for wherever my heart guides me,Votarei em quem meu coração me guiar.
ham,With my sis lor... We juz watched italian job.,"Com a minha irmã... Acabamos de assistir a ""Um Golpe à Italiana""."
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...","Tic-tac, tic-tac... Onde você está? Eu poderia morrer de solidão, sabia? *faz beicinho* *bate os pés* Eu preciso de você..."
ham,Lmao you know me so well...,"Haha, você me conhece tão bem..."
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Minutos e SMS em dobro e aluguel de linha pela metade do preço nos celulares Bluetooth mais recentes da Orange. Ligue para MobileUpd8 para saber das ofertas mais recentes. 08000839402 ou ligue para call2optout/LF56
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,"Estou voltando de trem de Northampton, então infelizmente não! Vou passar o dia viajando de Skyway, rsrs! Mas estarei por perto na quarta-feira. A propósito, você está a fim de ir ao clube de comédia esta semana?"
ham,Goodnight da thangam I really miss u dear.,"Boa noite, da thangam, estou com muita saudade de você, querido."
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,"Ei, no próximo domingo, às 10h30, tem um curso básico de ioga... em Bugis... Podemos ir... A aula introdutória de Pilates é no próximo sábado... Me diz que horas você está livre"
ham,"Geeeee ... Your internet is really bad today, eh ?","Nossa... Sua internet está muito ruim hoje, né?"
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,"Celulares com câmera de vídeo grátis, plano com 50% de desconto por 12 meses, 500 minutos para ligações internacionais e 100 SMS. Ligue para MobileUpd8 08001950382 ou Call2OptOut/674"
ham,I think i am disturbing her da,Acho que estou incomodando o dia dela.
ham,"Sorry, I'll call you  later. I am in meeting sir.","Desculpe, ligo para você mais tarde. Estou em reunião, senhor."
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,Não fiquei preso no pomar no carro do meu pai. Estou indo jantar agora. E aí? Então eles estão livres hoje à noite?
ham,Ok i also wan 2 watch e 9 pm show...,"Ok, eu também quero assistir ao programa das 21h..."
ham,I dunno lei... Like dun haf...,"Não sei, Lei... Tipo, não tem..."
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,Mas seu irmão transferiu apenas &lt;#&gt; + &lt;#&gt; . Pa.
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,"Te ligo mais tarde. Daqui a algumas horas, o serviço da MTNL fica com problemas na zona sul de Mumbai. Eu consigo te ouvir, mas você não consegue me ouvir."
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,"83039 62735 = £450 para vouchers de acomodação no Reino Unido. Aplicam-se os termos e condições. Para solicitar o reembolso, você deve fornecer o número da sua solicitação, que é 15541."
ham,Talk to g and x about that,Fale com g e x sobre isso.
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),"Olá, queridos amigos... Este é meu novo número de telefone atual... :) Por Rajitha Raj (Ranju)"
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,"5 centavos para a música ""Children in Need"" do Alfie Moon no seu celular. Avise seus amigos. Envie um SMS com a palavra ""Tone charity"" para 8007 (para Nokias) ou ""Poly charity"" para Polys: zed 08701417012 profit 2 charity."
ham,As in different styles?,Como em estilos diferentes?
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,"GANHE um vale-compras de £200 toda semana! Começando AGORA. Para jogar, envie STORE para 88039. SkilGme. TsCs08714740323 1Winawk! Idade: 16 anos. Assinatura: £1,50 por semana."
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,"Boa noite, querida... durma bem... se cuide... bons sonhos... beijos..."
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Quero enviar <#> mensagens hoje. É por isso. Desculpe se isso magoou.
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",Esta é a segunda tentativa de contato com o vírus U. Você ganhou o prêmio principal desta semana: £1000 em dinheiro ou £200 em prêmios. Basta ligar para 09066361921.
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",Que bom que você não achou totalmente desagradável... rsrs
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.","Cara, não me dê flash agora. Se você for me ligar, me ligue. Como vai, senhora? Se cuida."
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,Deseja receber amanhã um novo Nokia 3510i colorido? Com ​​300 minutos grátis para qualquer celular + 100 SMS grátis + filmadora grátis. Responda ou ligue para 08000930705.
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,"O Mark trabalha amanhã. Ele sai às 5. O trabalho dele é perto da sua casa, então ele pode te encontrar depois."
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""","Guarde seus problemas no seu coração, porque ninguém lutará por você. Só você mesmo, e você tem que lutar por si mesmo e vencer a batalha. -VIVEKANAND- G 9t.. SD..
ham É, me liga se você tiver um minuto.
ham OI, AMOR, VOCÊ ESTÁ ACORDADA? ME SINTO UMA MERDA. ACABEI DE DESCOBRIR POR UMA CARTA QUE MINHA MÃE SE CASOU DIA 4 DE NOVEMBRO ÀS NOSSAS COSTAS. QUE MERDA! EGOÍSTA, VADIA VIOLENTA. ENFIM, EU TE LIGO."
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),"Incrível: Se você reorganizar essas letras, o significado permanece o mesmo... Dormitório = Quarto sujo Astrônomo = Observador da Lua Os olhos = Eles veem Resultados eleitorais = Mentiras, vamos recontar Sogra = Mulher Hitler Onze mais dois = Doze mais um É incrível... !:-)"
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,"Aiya, conversamos mais tarde... Te pego às 4, né?"
ham,Hey happy birthday...,"Ei, feliz aniversário..."
ham,Sorry i missed your call. Can you please call back.,"Desculpe, não pude atender sua ligação. Você poderia retornar a ligação, por favor?"
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,"Meu Deus, se não é uma coisa, é outra. Meu gato está com vermes :/ quando é que esse dia ruim vai acabar?"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.","Bom dia, estou com febre e disenteria... não poderei ir ao escritório hoje."
ham,I wont do anything de.,Não farei nada de.
ham,What type of stuff do you sing?,Que tipo de música você canta?
ham,"St andre, virgil's cream","Santo André, creme de Virgílio"
ham,No no. I will check all rooms befor activities,"Não, não. Vou verificar todos os quartos antes das atividades."
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...","Meu amigo... Ok, vou dirigir e depois fazer compras..."
ham,Gokila is talking with you aha:),"Gokila está falando com você, haha ​​:)"
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.","Olá Shanil, aqui é o Rakhesh. Obrigado, troquei as peças de diamante bruto. Estou devolvendo. Excelente atendimento do Dino e do Prem."
ham,K.k.this month kotees birthday know?,K.k. sabe que é aniversário do Kotee este mês?
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;,"Mas eu estou realmente sem dinheiro. Nenhuma quantia é pequena demais, mesmo <#>"
ham,Sorry about that this is my mates phone and i didnt write it love Kate,"Desculpe, este é o celular de um amigo e eu não escrevi isso. Beijos, Kate."
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!","TheMob>Clique no link para obter um jogo premium da Pantera Cor-de-Rosa, o novo número 1 das Sugababes, uma animação incrível de zebra ou um papel de parede irado de moletom - tudo GRÁTIS!"
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.","Ah, bem, isso complica as coisas, não é? Eu pensei que agora éramos amigos. Talvez eu tenha feito algo errado, mas eu meio que já o convidei — embora ele possa não vir por causa do dinheiro."
ham,"Aight, call me once you're close","Beleza, me liga quando estiver perto"
ham,Nope thats fine. I might have a nap tho!,"Não, tudo bem. Talvez eu tire um cochilo!"
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,"Esta mensagem refere-se ao seu pedido de conteúdo para dispositivos móveis. Foi reenviada porque a tentativa anterior falhou devido a um erro de rede. Para dúvidas, entre em contato com customersqueries@netvision.uk.com."
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,"Em outras notícias, depois de me encher o saco por uma semana para conseguir maconha para ele, Andrés está sem dinheiro. HAUGHAIGHGTUJHYGUJ"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8","Um rapaz amava uma rapariga. Ele pediu-a em namoro, mas ela não se importou. Ele deu-lhe cartas de amor, mas as amigas dela jogaram-nas fora. Mais uma vez, o rapaz decidiu aproximar-se da rapariga, e dessa vez um camião estava a toda a velocidade na direção dela. Quando estava prestes a atropelar a rapariga, o rapaz correu como um raio e salvou-a. Ela perguntou: ""Como é que consegues correr tão depressa?"" O rapaz respondeu: ""Boost é o segredo da minha energia"" e instantaneamente a rapariga gritou: ""A nossa energia!"" e viveram felizes para sempre juntos, bebendo Boost todos os dias. Moral da história: Tenho mensagens grátis :D;): Boa noite!"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,"Preciso comprar um BMW com urgência, é muito urgente. Mas me faltam <#&gt; lakhs. Não tenho como conseguir esse valor. <#&gt; lakhs... esse é o meu problema."
ham,Ding me on ya break fassyole! Blacko from londn,"Me liga quando você der um tempo, seu idiota! Blacko de Londres"
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,"Eu preciso muito te beijar. Sinto sua falta, meu amor. Do seu amor para sempre."
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",O sinal de maturidade não é quando começamos a dizer grandes coisas... Mas sim quando começamos a entender as pequenas coisas... *TENHA UMA BOA NOITE* BSLVYL
ham,Oh you got many responsibilities.,"Ah, você tem muitas responsabilidades."
spam,You have 1 new message. Please call 08715205273,Você tem 1 nova mensagem. Ligue para 08715205273.
ham,I've reached sch already...,Eu já cheguei à escola...
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,Somente em dezembro! Seu celular tem mais de 11 meses? Você tem direito a atualizar gratuitamente para o modelo mais recente com câmera colorida! Ligue GRATUITAMENTE para a Mobile Update VCo no número 08002986906.
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,"Você definitivamente precisa de um módulo de humanidades neste semestre, certo? Você quer fazer outros módulos primeiro?"
ham,Argh why the fuck is nobody in town ;_;,"Argh, por que diabos não tem ninguém na cidade? ;_;"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","Obtenha o toque ""3 Lions England"", responda com ""lionm 4 mono"" ou ""lionp 4 poly"". Para mais opções, acesse www.ringtones.co.uk, o original e o melhor. Toques a 3 GBP, conforme as tarifas da sua operadora."
ham,Thanks. Fills me with complete calm and reassurance!,Obrigado. Isso me transmite uma sensação completa de calma e segurança!
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...significando o mesmo aqui....
ham,Are you driving or training?,Você está dirigindo ou em treinamento?
ham,Lol for real. She told my dad I have cancer,"Haha, sério mesmo. Ela disse para o meu pai que eu tenho câncer."
spam,PRIVATE! Your 2003 Account Statement for 078,PARTICULAR! Seu extrato de conta de 2003 para 078
ham,"Oops I did have it,  &lt;#&gt; ?","Ops, eu tinha sim, &lt;#&gt; ?"
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,NÃO TENHO CRÉDITO SUFICIENTE PARA LIGAR. DEVO SAIR DA UNIVERSIDADE ÀS 6 E PEGAR UM ÔNIBUS PARA SUA CASA?
ham,"Hi Chikku, send some nice msgs","Oi Chikku, mande algumas mensagens legais"
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary","É impossível discutir com ele e ele sempre me trata como sua submissa, como se nunca tivesse me libertado... O que ele fez, e eu o lembrarei disso se necessário."
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","Depois do meu trabalho... Lá pelas 6 da tarde... Você também trabalha, né? Aí vai pro pomar, não tem outro lugar pra ir..."
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola","Para a maravilhosa família Okors, desejamos um ótimo mês a todos. Nós amamos vocês e desejamos tudo de bom todos os dias. MojiBiola"
ham,Cuz ibored. And don wanna study,Porque estou entediado. E não quero estudar.
ham,Wot about on wed nite I am 3 then but only til 9!,"E na quarta à noite? Eu tenho 3 anos, mas só até às 9!"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","Rosa para o vermelho, vermelho para o sangue, sangue para o coração, coração para você. Mas você para mim... Envie isso para todos os seus amigos... Inclusive para mim... Se você gosta de mim... Se você responder, 1-você está sem um relacionamento! 2-você precisa de alguém para te sustentar 3-você tem amigos demais 4-alguém te ama 5-alguém está rezando para se casar com você. :-) Experimente..."
ham,Any way where are you and what doing.,"Enfim, onde você está e o que está fazendo?"
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,"Que pena. Vou aí para você arrumar meu cabelo. Você vai fazer de graça, né?"
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,Ainda não está funcionando. E desta vez eu também tentei adicionar zeros. Essa foi a economia. A verificação é &lt;#&gt;
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.","Hum... Não sei, talvez uma bolsa para sair que não seja muito pequena. Ou qualquer coisa menos perfume, algo que eu possa guardar."
ham,Sday only joined.so training we started today:),"Só entrei hoje, então o treinamento começou hoje :)"
ham,Sorry * was at the grocers.,"Desculpe, * estava no mercado."
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,"Tem uns pubs legais por aqui, ou então tem o Frankie n Bennys perto do cinema Warner?"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","VOCÊ GANHOU! Suas férias de 4 estrelas na Costa Del Sol ou £5000 estão esperando por você. Ligue agora para 09050090044 para reivindicar. Envie um envelope selado e endereçado para o seu cartão, com o código TC, para a Caixa Postal 334, Stockport, SK38xh. Custo: £1,50/minuto. Máximo de 10 minutos."
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,Sim... Nunca estive lá antes... Você quer fazer ioga? Posso ligar para reservar.
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,"Ah, cala a boca. Meu Deus, ontem eu sonhei que tinha dois filhos, ambos meninos. Fiquei tão irritada. Não só pelos filhos em si, mas por serem meninos. Eu até disse para o Mark no meu sonho que ele estava trocando fraldas porque eu não ia aceitar desaforo para casa."
